track_id,tempo_bpm,energy,valence,acousticness,instrumentalness,speechiness,loudness_db,danceability,duration_ms,key,mode,time_signature
track_0000,114.14151239263293,0.5958320632720986,0.4942629931131761,0.24202922783696407,0.013731426123027008,0.06994660476596844,-11.323011793027383,0.47218256262676667,133964,10,1,4
track_0001,73.80047681278513,0.8634267523996264,0.4153941149020644,0.4207311257847817,0.35205880767581177,0.02,-22.57975401575968,0.7154568770212525,371739,8,0,4
track_0002,127.51353587419372,0.2209497275111625,0.23816633451126482,0.277900920513945,0.09499170116091235,0.30159724028048296,-9.239642625422235,0.3691332654027059,234755,2,1,4
track_0003,133.2169414917364,0.20434727125180013,0.7867652424674774,0.47197797047736323,0.5443555409625368,0.08378440051622016,-15.57596124038404,0.5512879982664749,395937,3,1,4
track_0004,46.46894434038491,0.5200600494049117,0.9271532651079026,0.184445178954234,0.06845375501607658,0.4796133916243327,-14.846094595399562,0.2544304428192757,217078,5,0,4
track_0005,65.93461479413045,0.4676237342298549,0.7707717082433135,0.579317155096989,0.030835972370934425,0.3172591284969972,-14.113761504132805,0.3453821985803523,198288,0,0,4
track_0006,108.83521209501856,0.30855604305076967,0.6700263274098845,0.32896898950121445,0.25480555718850556,0.23587422943898556,-12.944700092814685,0.5144000124339771,297351,10,0,5
track_0007,95.51272222969253,0.07048937702261314,0.16519029627778742,0.6863533614385461,0.39989705571435263,0.36649679728044915,-28.668745664745924,0.41120832843849825,349519,7,1,3
track_0008,104.49596527487134,0.8009715155348085,0.19385642383724905,0.29074574096361483,0.7621658043268086,0.02635505973539461,-14.599999923844559,0.6194744790284297,304717,7,0,4
track_0009,79.4086821727926,0.5896279537329449,0.5841976465892786,0.39684393166019094,0.18606509504554625,0.0659984922728522,-18.189142818223388,0.2997411706521647,130255,2,0,4
track_0010,131.38193924588487,0.7629838995199956,0.8044666800283328,0.1574153516449436,0.5209517251685291,0.02,-15.57179547506898,0.08608986906595319,409073,5,1,4
track_0011,128.33375806286844,0.8600538551022132,0.34161613748398056,0.3232013233514219,0.4209575425187633,0.02792906781729517,-9.419546445104414,0.39826030228470777,405865,8,0,4
track_0012,106.98092092683648,0.4229594661605227,0.8726062241827333,0.40774991011413536,0.3561645729359481,0.026364167898408012,-16.983034910773345,0.24078381678800587,194925,0,0,4
track_0013,138.81723620904097,0.6732685461856494,0.20906033244462596,0.4346488934670319,0.24918949884582658,0.04763446921864879,-18.63395928766427,0.28214666383226783,139688,9,1,4
track_0014,119.02528026756137,0.4316779460979558,0.3160161426997948,0.6070244351105376,0.397612886808518,0.020216674343337227,-12.125794251674396,0.26364062144357037,198752,3,0,4
track_0015,79.22122611350285,0.4811195463370746,0.6790005268680402,0.1258605978411728,0.03426989070795761,0.04331689395240732,-21.080632331396124,0.44606580833477444,385384,7,0,3
track_0016,116.06252352247496,0.8946055016046166,0.35467794359393123,0.6222241833351553,0.3093476764831989,0.03732319556979606,-6.837805136343327,0.13499821324415637,378291,8,0,4
track_0017,76.23352197513003,0.45485892090719937,0.12847258016972998,0.5009309676716297,0.07763347519216181,0.04945686949244235,-2.3376255702636826,0.37835850632027895,281515,9,0,4
track_0018,131.35350903921818,0.5919538111194621,0.8196428994993569,0.12099511190545595,0.06232716991269427,0.10569826292237405,-22.29374945407992,0.7007661581762797,387964,7,0,4
track_0019,103.50222267041241,0.42844106193800935,0.4157724178702741,0.7712037896106687,0.07559786650387149,0.02,-10.256525148101767,0.4576452394352107,218595,5,1,4
track_0020,99.45412909364218,0.27774605634319904,0.3325394172902944,0.3996085780221783,0.24119496270744842,0.02,-5.021929457206728,0.6864464604257862,150668,11,1,4
track_0021,84.57211366788175,0.7983563667943789,0.18271617801116302,0.3452541885552448,0.11910469195596016,0.08824765916926378,-16.834001689965824,0.21551829066989303,414904,0,0,3
track_0022,141.6762401602209,0.16558300954062496,0.5976684966222447,0.6559077866140851,0.10985807042674692,0.02702591295776781,-17.528102967487715,0.3415575016101968,230000,4,0,4
track_0023,100.36411553793593,0.16182281420393857,0.1962042462434363,0.0697098870496157,0.05152561854780654,0.11609592574009653,-17.619299007075284,0.6201305566879262,352043,4,0,5
track_0024,92.15016533510678,0.8287140309710795,0.13078217682537935,0.5568048275328406,0.6146200643536079,0.19632475806749328,-6.5835088842760054,0.5745707902888693,282337,9,0,4
track_0025,94.43599348535311,0.1845196115849405,0.31340099443203756,0.11561149876792455,0.16237514047147025,0.17120807705279928,-6.026435505929296,0.379587120823155,340385,8,1,4
track_0026,120.96927556660046,0.35608934554548966,0.6703979047257832,0.4346441518679407,0.06322850763285294,0.23281623606765398,-15.55740924006056,0.7091747088966719,368770,7,1,4
track_0027,115.96332193092235,0.4851882934519555,0.3785942919761858,0.4443619177842734,0.16872917582650698,0.1933194501930368,-4.881468798727003,0.5941426168945273,326222,1,0,3
track_0028,117.38197834787965,0.2583440262802181,0.3203947850271323,0.24710837674907735,0.36131840006449617,0.10855838322973704,-21.228238939094442,0.4012321943942636,223497,11,0,4
track_0029,117.92463009023648,0.7633049577413747,0.7459775030471113,0.1562187585653785,0.2633130183334411,0.047846252490788506,-10.937145615349698,0.537634911165169,316950,3,1,4
track_0030,169.24942802611383,0.5975645816629432,0.11237840807667036,0.25718368974910405,0.0821604079368346,0.34459528076322715,-19.193526450715478,0.5805955465074726,297554,8,1,4
track_0031,92.80754950846153,0.3155288431225177,0.7643913521694867,0.4871091333226044,0.4722627106212509,0.3475224563109163,-13.00789908809287,0.26306620367703293,309422,10,1,4
track_0032,89.63271812785388,0.7365174015271257,0.5016821423398073,0.5872289673066965,0.10238219416898395,0.048057895140468,-16.11047261255432,0.22972323515185442,149249,11,0,4
track_0033,80.58681815256367,0.6130476548416032,0.43034491371554573,0.16959642856188858,0.23705118086932303,0.08590784378212717,-20.286374148611134,0.393688021958323,363890,6,0,5
track_0034,123.47938267726487,0.6883046446187376,0.33293398546677516,0.17238158434068135,0.54772451455849,0.15791834731222856,-11.997481999626203,0.5477613290507671,316783,11,1,4
track_0035,138.86916878162674,0.5638116668016938,0.5544966589851523,0.3779721852915267,0.35425679773954527,0.36891714799341907,-21.278829721095967,0.7941347869195887,185711,0,1,4
track_0036,101.58157627035375,0.06076428067422767,0.25860719485471334,0.20420934138927713,0.19556606010910285,0.1423310032133356,-9.682750334500684,0.42101332143268916,301544,8,1,4
track_0037,79.79530569112416,0.25910572422378114,0.7548563172393012,0.16582688270280302,0.04918150508478571,0.09551839736559482,-9.595750259867796,0.48109607495223494,154999,7,1,4
track_0038,80.2655635292628,0.3924220555377849,0.6152437230244489,0.10100456401382049,0.25601538666693935,0.02,-13.317754661119302,0.5893340181204881,379548,9,1,4
track_0039,124.51778363474104,0.4946352991843626,0.8752935842872092,0.515199331865259,0.35345559573288454,0.12949859041498202,-15.820857958178369,0.5527310904454076,279690,1,0,4
track_0040,127.29762513610326,0.25202635432692627,0.3370803697261605,0.6487342960892005,0.4957396563154846,0.2078335992696589,-9.646834999319228,0.29818432634958025,243637,6,1,4
track_0041,121.29462804915585,0.770078162364171,0.16884202455427744,0.29896727416627206,0.4769316141476983,0.19735783902400436,-9.110143432248933,0.34203204992071096,389465,5,1,4
track_0042,85.03470878133916,0.5457186936896979,0.27916259927572346,0.7040846474293971,0.41814768720746665,0.039777257582935405,-16.917226307764874,0.6111393058696623,160281,6,0,4
track_0043,111.96483969200159,0.16326184142936817,0.9331968818697856,0.30959128417257853,0.09431680097669395,0.6226807869115055,-12.94207582017618,0.44614052788316905,300266,6,1,4
track_0044,108.50057427422185,0.9568157527665034,0.5639560823243188,0.5232833144724138,0.1988986011879138,0.5039959501854426,-16.426869204137283,0.5936496283198323,246596,1,0,4
track_0045,111.56065790187039,0.3724206231249361,0.5189765363706694,0.38785065469714514,0.21683218843639876,0.5256966773488014,-11.240407271322415,0.4469115178076095,303418,5,0,4
track_0046,131.1428633384457,0.5280233622752454,0.3871405983596415,0.30824492061176456,0.28722115790793096,0.02,-18.42854202518064,0.9010113531075334,132228,8,0,4
track_0047,111.70786646324046,0.7194960207332968,0.7582314708414539,0.2285932335775988,0.07962107797605067,0.3475767539569964,-12.760755406472377,0.39795205756214025,352643,1,0,4
track_0048,125.36740689215685,0.49000942948036996,0.268631106055778,0.3350980307300503,0.1524405234690098,0.02,-14.6263490486826,0.983962393323518,336511,4,0,4
track_0049,107.02737208466674,0.8495331133214674,0.46643793164246244,0.16365516142524023,0.3747866861844952,0.15084067659977177,-8.656621011144942,0.42840054300911307,325577,7,0,4
track_0050,113.67358196069952,0.5548614747329763,0.6033673734717723,0.10000397370522886,0.36097348895297654,0.1639803062060074,-17.2654792745566,0.648043883857195,357110,9,1,4
track_0051,123.93864677515622,0.2866873467334627,0.749783522224753,0.30860726630283525,0.28713022064045124,0.02104474626093831,-12.374141815574896,0.7568298162725824,165814,4,0,4
track_0052,61.28532540433001,0.5920578671102436,0.5164890100246791,0.4844704982139733,0.1499276807900279,0.02,-16.53878583927807,0.8045381240302695,209589,9,0,4
track_0053,95.40986350928097,0.7076263965074543,0.7781128681647225,0.412493364500325,0.3041566434741572,0.11217862362703088,-23.178400443604104,0.5768541613517195,188205,8,1,4
track_0054,90.88882037121613,0.19482460890922323,0.22404980893961077,0.2778300830313008,0.12843715337046463,0.5023478621856927,-15.528073107046941,0.3924341435863091,344867,5,0,4
track_0055,85.83366455269974,0.9293294519473798,0.36352454157691994,0.528674258491837,0.3251277634699794,0.2727113877224871,-10.220773601461023,0.6096386734781054,223480,9,1,4
track_0056,96.74573246319949,0.5008622094308346,0.7771741319123949,0.6788802498147981,0.03134820300169273,0.040459066813353844,-10.028738608288826,0.4115258803090328,221228,8,0,3
track_0057,149.84823933703188,0.5076344404641823,0.4595409684429377,0.4351434741338349,0.11629702650977426,0.15397698347200106,-17.719024697821755,0.4887567019888943,374910,4,0,4
track_0058,79.0250665292027,0.05453697898607679,0.7713552262230698,0.28580873076389784,0.027039981374686176,0.23799432955486918,-8.104799114861006,0.6862131601077891,285362,9,0,4
track_0059,134.04835063774442,0.3916684989695159,0.4255809136839779,0.4870294487123044,0.23335849544200946,0.02,-6.365748563841806,0.569387882825958,326442,5,0,4
track_0060,54.51390685152586,0.6105338141399715,0.5758814060533329,0.18812907729409184,0.02118672292118795,0.02,-19.557483312618682,0.38134262597940516,264147,9,0,4
track_0061,94.95344910042675,0.6155307260654004,0.16898470815379246,0.7157749636787735,0.3128653788275462,0.02,-13.194798679065913,0.5700619710556082,332541,7,0,4
track_0062,109.88259195315017,0.39513959386997216,0.7535056950969313,0.20190035261853795,0.12963236540510154,0.2462913041229019,-7.614351065089146,0.26783312553225236,347280,8,1,3
track_0063,122.58666994077834,0.2363159945476459,0.5543886607598366,0.19636081194770502,0.14086376402948825,0.021521267954941543,-6.184846053977573,0.8488981890178925,199838,9,0,4
track_0064,126.33679739378564,0.5494269448664121,0.16891062201582852,0.3631681390932121,0.3348881638645302,0.0720789901819664,-12.729005449714256,0.18474237882731212,234741,3,0,4
track_0065,128.80041705599774,0.13776621033608394,0.4694816684175812,0.37914830726304294,0.07308892329506995,0.2279982623663623,-7.32880595763649,0.2224693952161028,319146,4,1,4
track_0066,94.53824783254687,0.7759701742121953,0.2923402436324498,0.4023801840103778,0.00310219775716618,0.028170800626061844,-6.1737813466660745,0.6048088899392884,228132,1,1,4
track_0067,91.12944622006299,0.11882449578001662,0.9153604589318103,0.3970198336078374,0.23746306104414877,0.36893637965922793,-10.567215199255982,0.6967618493950947,319214,6,1,4
track_0068,130.7392764377146,0.7562505392598083,0.36526049470087113,0.545517363139768,0.3227026490769756,0.1861661865437151,-15.649585440040932,0.1200498054433355,241368,8,1,4
track_0069,99.26087025355156,0.34173277094611393,0.11441983580995861,0.27326501083575605,0.2021690792505314,0.3162569438743963,-11.76837172138611,0.881331723409093,352997,9,1,4
track_0070,66.72941029986234,0.7577963787441206,0.7776039715225314,0.281164089075199,0.17899832806207577,0.2525503903443849,-18.026061908813176,0.5907856784963534,171885,5,1,4
